NUMERO;OPERADOR
928007877;"SIN OPERADOR"
928007878;"SIN OPERADOR"
928007879;"SIN OPERADOR"
928007880;"SIN OPERADOR"
928007881;"SIN OPERADOR"
928007882;"SIN OPERADOR"
928007883;"SIN OPERADOR"
928007884;"SIN OPERADOR"
928007885;"SIN OPERADOR"
928007886;"SIN OPERADOR"
928007887;"SIN OPERADOR"
928007888;"SIN OPERADOR"
928007889;"SIN OPERADOR"
928007890;"SIN OPERADOR"
928007891;"SIN OPERADOR"
928007892;"SIN OPERADOR"
928007893;"SIN OPERADOR"
928007894;"SIN OPERADOR"
928007895;"SIN OPERADOR"
928007896;"SIN OPERADOR"
928007897;"SIN OPERADOR"
928007898;"SIN OPERADOR"
928007899;"SIN OPERADOR"
928007900;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007901;"SIN OPERADOR"
928007902;"SIN OPERADOR"
928007903;"SIN OPERADOR"
928007904;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007905;"SIN OPERADOR"
928007906;"SIN OPERADOR"
928007907;"SIN OPERADOR"
928007908;"SIN OPERADOR"
928007909;"SIN OPERADOR"
928007910;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007911;"SIN OPERADOR"
928007912;"SIN OPERADOR"
928007913;"SIN OPERADOR"
928007914;"SIN OPERADOR"
928007915;"SIN OPERADOR"
928007916;"SIN OPERADOR"
928007917;"SIN OPERADOR"
928007918;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007919;"SIN OPERADOR"
928007920;"SIN OPERADOR"
928007921;"SIN OPERADOR"
928007922;"SIN OPERADOR"
928007923;"SIN OPERADOR"
928007924;"SIN OPERADOR"
928007925;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007926;"SIN OPERADOR"
928007927;"SIN OPERADOR"
928007928;"SIN OPERADOR"
928007929;"SIN OPERADOR"
928007930;"SIN OPERADOR"
928007931;"SIN OPERADOR"
928007932;"SIN OPERADOR"
928007933;"SIN OPERADOR"
928007934;"SIN OPERADOR"
928007935;"SIN OPERADOR"
928007936;"SIN OPERADOR"
928007937;"SIN OPERADOR"
928007938;"SIN OPERADOR"
928007939;"SIN OPERADOR"
928007940;"SIN OPERADOR"
928007941;"SIN OPERADOR"
928007942;"SIN OPERADOR"
928007943;"SIN OPERADOR"
928007944;"SIN OPERADOR"
928007945;"SIN OPERADOR"
928007946;"SIN OPERADOR"
928007947;"SIN OPERADOR"
928007948;"SIN OPERADOR"
928007949;"SIN OPERADOR"
928007950;"SIN OPERADOR"
928007951;"SIN OPERADOR"
928007952;"SIN OPERADOR"
928007953;"SIN OPERADOR"
928007954;"SIN OPERADOR"
928007955;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007956;"SIN OPERADOR"
928007957;"SIN OPERADOR"
928007958;"SIN OPERADOR"
928007959;"SIN OPERADOR"
928007960;"SIN OPERADOR"
928007961;"SIN OPERADOR"
928007962;"SIN OPERADOR"
928007963;"SIN OPERADOR"
928007964;"SIN OPERADOR"
928007965;"SIN OPERADOR"
928007966;"SIN OPERADOR"
928007967;"SIN OPERADOR"
928007968;"SIN OPERADOR"
928007969;"SIN OPERADOR"
928007970;"SIN OPERADOR"
928007971;"SIN OPERADOR"
928007972;"SIN OPERADOR"
928007973;"SIN OPERADOR"
928007974;"SIN OPERADOR"
928007975;"SIN OPERADOR"
928007976;"SIN OPERADOR"
928007977;"SIN OPERADOR"
928007978;"SIN OPERADOR"
928007979;"SIN OPERADOR"
928007980;"SIN OPERADOR"
928007981;"SIN OPERADOR"
928007982;"SIN OPERADOR"
928007983;"SIN OPERADOR"
928007984;"SIN OPERADOR"
928007985;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007986;"SIN OPERADOR"
928007987;"SIN OPERADOR"
928007988;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007989;"SIN OPERADOR"
928007990;"SIN OPERADOR"
928007991;"SIN OPERADOR"
928007992;"SIN OPERADOR"
928007993;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007994;"SIN OPERADOR"
928007995;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928007996;"SIN OPERADOR"
928007997;"SIN OPERADOR"
928007998;"SIN OPERADOR"
928007999;"SIN OPERADOR"
928008000;"SIN OPERADOR"
928008001;"SIN OPERADOR"
928008002;"SIN OPERADOR"
928008003;"SIN OPERADOR"
928008004;"SIN OPERADOR"
928008005;"SIN OPERADOR"
928008006;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008007;"SIN OPERADOR"
928008008;"SIN OPERADOR"
928008009;"SIN OPERADOR"
928008010;"SIN OPERADOR"
928008011;"SIN OPERADOR"
928008012;"SIN OPERADOR"
928008013;"SIN OPERADOR"
928008014;"SIN OPERADOR"
928008015;"SIN OPERADOR"
928008016;"SIN OPERADOR"
928008017;"SIN OPERADOR"
928008018;"SIN OPERADOR"
928008019;"SIN OPERADOR"
928008020;"SIN OPERADOR"
928008021;"SIN OPERADOR"
928008022;"SIN OPERADOR"
928008023;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008024;"SIN OPERADOR"
928008025;"SIN OPERADOR"
928008026;"SIN OPERADOR"
928008027;"SIN OPERADOR"
928008028;"SIN OPERADOR"
928008029;"SIN OPERADOR"
928008030;"SIN OPERADOR"
928008031;"SIN OPERADOR"
928008032;"SIN OPERADOR"
928008033;"SIN OPERADOR"
928008034;"SIN OPERADOR"
928008035;"SIN OPERADOR"
928008036;"SIN OPERADOR"
928008037;"SIN OPERADOR"
928008038;"SIN OPERADOR"
928008039;"SIN OPERADOR"
928008040;"SIN OPERADOR"
928008041;"SIN OPERADOR"
928008042;"SIN OPERADOR"
928008043;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008044;"SIN OPERADOR"
928008045;"SIN OPERADOR"
928008046;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008047;"SIN OPERADOR"
928008048;"SIN OPERADOR"
928008049;"SIN OPERADOR"
928008050;"SIN OPERADOR"
928008051;"SIN OPERADOR"
928008052;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008053;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008054;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008055;"SIN OPERADOR"
928008056;"SIN OPERADOR"
928008057;"SIN OPERADOR"
928008058;"SIN OPERADOR"
928008059;"SIN OPERADOR"
928008060;"SIN OPERADOR"
928008061;"SIN OPERADOR"
928008062;"SIN OPERADOR"
928008063;"SIN OPERADOR"
928008064;"SIN OPERADOR"
928008065;"SIN OPERADOR"
928008066;"SIN OPERADOR"
928008067;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008068;"SIN OPERADOR"
928008069;"SIN OPERADOR"
928008070;"SIN OPERADOR"
928008071;"SIN OPERADOR"
928008072;"SIN OPERADOR"
928008073;"SIN OPERADOR"
928008074;"SIN OPERADOR"
928008075;"SIN OPERADOR"
928008076;"SIN OPERADOR"
928008077;"SIN OPERADOR"
928008078;"SIN OPERADOR"
928008079;"SIN OPERADOR"
928008080;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008081;"SIN OPERADOR"
928008082;"SIN OPERADOR"
928008083;"SIN OPERADOR"
928008084;"SIN OPERADOR"
928008085;"SIN OPERADOR"
928008086;"SIN OPERADOR"
928008087;"SIN OPERADOR"
928008088;"SIN OPERADOR"
928008089;"SIN OPERADOR"
928008090;"SIN OPERADOR"
928008091;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008092;"SIN OPERADOR"
928008093;"SIN OPERADOR"
928008094;"SIN OPERADOR"
928008095;"SIN OPERADOR"
928008096;"SIN OPERADOR"
928008097;"SIN OPERADOR"
928008098;"SIN OPERADOR"
928008099;"SIN OPERADOR"
928008100;"SIN OPERADOR"
928008101;"SIN OPERADOR"
928008102;"SIN OPERADOR"
928008103;"SIN OPERADOR"
928008104;"SIN OPERADOR"
928008105;"SIN OPERADOR"
928008106;"SIN OPERADOR"
928008107;"SIN OPERADOR"
928008108;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008109;"SIN OPERADOR"
928008110;"SIN OPERADOR"
928008111;"SIN OPERADOR"
928008112;"SIN OPERADOR"
928008113;"SIN OPERADOR"
928008114;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008115;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008116;"SIN OPERADOR"
928008117;"SIN OPERADOR"
928008118;"SIN OPERADOR"
928008119;"SIN OPERADOR"
928008120;"SIN OPERADOR"
928008121;"SIN OPERADOR"
928008122;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008123;"SIN OPERADOR"
928008124;"SIN OPERADOR"
928008125;"SIN OPERADOR"
928008126;"SIN OPERADOR"
928008127;"SIN OPERADOR"
928008128;"SIN OPERADOR"
928008129;"SIN OPERADOR"
928008130;"SIN OPERADOR"
928008131;"SIN OPERADOR"
928008132;"SIN OPERADOR"
928008133;"SIN OPERADOR"
928008134;"SIN OPERADOR"
928008135;"SIN OPERADOR"
928008136;"SIN OPERADOR"
928008137;"SIN OPERADOR"
928008138;"SIN OPERADOR"
928008139;"SIN OPERADOR"
928008140;"SIN OPERADOR"
928008141;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008142;"SIN OPERADOR"
928008143;"SIN OPERADOR"
928008144;"SIN OPERADOR"
928008145;"SIN OPERADOR"
928008146;"SIN OPERADOR"
928008147;"SIN OPERADOR"
928008148;"SIN OPERADOR"
928008149;"SIN OPERADOR"
928008150;"SIN OPERADOR"
928008151;"SIN OPERADOR"
928008152;"SIN OPERADOR"
928008153;"SIN OPERADOR"
928008154;"SIN OPERADOR"
928008155;"SIN OPERADOR"
928008156;"SIN OPERADOR"
928008157;"SIN OPERADOR"
928008158;"SIN OPERADOR"
928008159;"SIN OPERADOR"
928008160;"SIN OPERADOR"
928008161;"SIN OPERADOR"
928008162;"SIN OPERADOR"
928008163;"SIN OPERADOR"
928008164;"SIN OPERADOR"
928008165;"SIN OPERADOR"
928008166;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008167;"SIN OPERADOR"
928008168;"SIN OPERADOR"
928008169;"SIN OPERADOR"
928008170;"SIN OPERADOR"
928008171;"SIN OPERADOR"
928008172;"SIN OPERADOR"
928008173;"SIN OPERADOR"
928008174;"SIN OPERADOR"
928008175;"SIN OPERADOR"
928008176;"SIN OPERADOR"
928008177;"SIN OPERADOR"
928008178;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008179;"SIN OPERADOR"
928008180;"SIN OPERADOR"
928008181;"SIN OPERADOR"
928008182;"SIN OPERADOR"
928008183;"SIN OPERADOR"
928008184;"SIN OPERADOR"
928008185;"SIN OPERADOR"
928008186;"SIN OPERADOR"
928008187;"SIN OPERADOR"
928008188;"SIN OPERADOR"
928008189;"SIN OPERADOR"
928008190;"SIN OPERADOR"
928008191;"SIN OPERADOR"
928008192;"SIN OPERADOR"
928008193;"SIN OPERADOR"
928008194;"SIN OPERADOR"
928008195;"SIN OPERADOR"
928008196;"SIN OPERADOR"
928008197;"SIN OPERADOR"
928008198;"SIN OPERADOR"
928008199;"SIN OPERADOR"
928008200;"SIN OPERADOR"
928008201;"SIN OPERADOR"
928008202;"SIN OPERADOR"
928008203;"SIN OPERADOR"
928008204;"SIN OPERADOR"
928008205;"SIN OPERADOR"
928008206;"SIN OPERADOR"
928008207;"SIN OPERADOR"
928008208;"SIN OPERADOR"
928008209;"SIN OPERADOR"
928008210;"SIN OPERADOR"
928008211;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008212;"SIN OPERADOR"
928008213;"SIN OPERADOR"
928008214;"SIN OPERADOR"
928008215;"SIN OPERADOR"
928008216;"SIN OPERADOR"
928008217;"SIN OPERADOR"
928008218;"SIN OPERADOR"
928008219;"SIN OPERADOR"
928008220;"SIN OPERADOR"
928008221;"SIN OPERADOR"
928008222;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008223;"SIN OPERADOR"
928008224;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008225;"SIN OPERADOR"
928008226;"SIN OPERADOR"
928008227;"SIN OPERADOR"
928008228;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008229;"SIN OPERADOR"
928008230;"SIN OPERADOR"
928008231;"SIN OPERADOR"
928008232;"SIN OPERADOR"
928008233;"SIN OPERADOR"
928008234;"SIN OPERADOR"
928008235;"SIN OPERADOR"
928008236;"SIN OPERADOR"
928008237;"SIN OPERADOR"
928008238;"SIN OPERADOR"
928008239;"SIN OPERADOR"
928008240;"SIN OPERADOR"
928008241;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008242;"SIN OPERADOR"
928008243;"SIN OPERADOR"
928008244;"SIN OPERADOR"
928008245;"SIN OPERADOR"
928008246;"SIN OPERADOR"
928008247;"SIN OPERADOR"
928008248;"SIN OPERADOR"
928008249;"SIN OPERADOR"
928008250;"SIN OPERADOR"
928008251;"SIN OPERADOR"
928008252;"SIN OPERADOR"
928008253;"SIN OPERADOR"
928008254;"SIN OPERADOR"
928008255;"SIN OPERADOR"
928008256;"SIN OPERADOR"
928008257;"SIN OPERADOR"
928008258;"SIN OPERADOR"
928008259;"SIN OPERADOR"
928008260;"SIN OPERADOR"
928008261;"SIN OPERADOR"
928008262;"SIN OPERADOR"
928008263;"SIN OPERADOR"
928008264;"SIN OPERADOR"
928008265;"SIN OPERADOR"
928008266;"SIN OPERADOR"
928008267;"SIN OPERADOR"
928008268;"SIN OPERADOR"
928008269;"SIN OPERADOR"
928008270;"SIN OPERADOR"
928008271;"SIN OPERADOR"
928008272;"SIN OPERADOR"
928008273;"SIN OPERADOR"
928008274;"SIN OPERADOR"
928008275;"SIN OPERADOR"
928008276;"SIN OPERADOR"
928008277;"SIN OPERADOR"
928008278;"SIN OPERADOR"
928008279;"SIN OPERADOR"
928008280;"SIN OPERADOR"
928008281;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008282;"SIN OPERADOR"
928008283;"SIN OPERADOR"
928008284;"SIN OPERADOR"
928008285;"SIN OPERADOR"
928008286;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008287;"SIN OPERADOR"
928008288;"SIN OPERADOR"
928008289;"SIN OPERADOR"
928008290;"SIN OPERADOR"
928008291;"SIN OPERADOR"
928008292;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008293;"SIN OPERADOR"
928008294;"SIN OPERADOR"
928008295;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008296;"SIN OPERADOR"
928008297;"SIN OPERADOR"
928008298;"SIN OPERADOR"
928008299;"SIN OPERADOR"
928008300;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008301;"SIN OPERADOR"
928008302;"SIN OPERADOR"
928008303;"SIN OPERADOR"
928008304;"SIN OPERADOR"
928008305;"SIN OPERADOR"
928008306;"SIN OPERADOR"
928008307;"SIN OPERADOR"
928008308;"SIN OPERADOR"
928008309;"SIN OPERADOR"
928008310;"SIN OPERADOR"
928008311;"SIN OPERADOR"
928008312;"SIN OPERADOR"
928008313;"SIN OPERADOR"
928008314;"SIN OPERADOR"
928008315;"SIN OPERADOR"
928008316;"SIN OPERADOR"
928008317;"SIN OPERADOR"
928008318;"SIN OPERADOR"
928008319;"SIN OPERADOR"
928008320;"SIN OPERADOR"
928008321;"SIN OPERADOR"
928008322;"SIN OPERADOR"
928008323;"SIN OPERADOR"
928008324;"SIN OPERADOR"
928008325;"SIN OPERADOR"
928008326;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008327;"SIN OPERADOR"
928008328;"SIN OPERADOR"
928008329;"SIN OPERADOR"
928008330;"SIN OPERADOR"
928008331;"SIN OPERADOR"
928008332;"SIN OPERADOR"
928008333;"SIN OPERADOR"
928008334;"SIN OPERADOR"
928008335;"SIN OPERADOR"
928008336;"SIN OPERADOR"
928008337;"SIN OPERADOR"
928008338;"SIN OPERADOR"
928008339;"SIN OPERADOR"
928008340;"SIN OPERADOR"
928008341;"SIN OPERADOR"
928008342;"SIN OPERADOR"
928008343;"SIN OPERADOR"
928008344;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008345;"SIN OPERADOR"
928008346;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008347;"SIN OPERADOR"
928008348;"SIN OPERADOR"
928008349;"SIN OPERADOR"
928008350;"SIN OPERADOR"
928008351;"SIN OPERADOR"
928008352;"SIN OPERADOR"
928008353;"SIN OPERADOR"
928008354;"SIN OPERADOR"
928008355;"SIN OPERADOR"
928008356;"SIN OPERADOR"
928008357;"SIN OPERADOR"
928008358;"SIN OPERADOR"
928008359;"SIN OPERADOR"
928008360;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008361;"SIN OPERADOR"
928008362;"SIN OPERADOR"
928008363;"SIN OPERADOR"
928008364;"SIN OPERADOR"
928008365;"SIN OPERADOR"
928008366;"SIN OPERADOR"
928008367;"SIN OPERADOR"
928008368;"SIN OPERADOR"
928008369;"SIN OPERADOR"
928008370;"SIN OPERADOR"
928008371;"SIN OPERADOR"
928008372;"SIN OPERADOR"
928008373;"SIN OPERADOR"
928008374;"SIN OPERADOR"
928008375;"SIN OPERADOR"
928008376;"SIN OPERADOR"
928008377;"SIN OPERADOR"
928008378;"SIN OPERADOR"
928008379;"SIN OPERADOR"
928008380;"SIN OPERADOR"
928008381;"SIN OPERADOR"
928008382;"SIN OPERADOR"
928008383;"SIN OPERADOR"
928008384;"SIN OPERADOR"
928008385;"SIN OPERADOR"
928008386;"SIN OPERADOR"
928008387;"SIN OPERADOR"
928008388;"SIN OPERADOR"
928008389;"SIN OPERADOR"
928008390;"SIN OPERADOR"
928008391;"SIN OPERADOR"
928008392;"SIN OPERADOR"
928008393;"SIN OPERADOR"
928008394;"SIN OPERADOR"
928008395;"SIN OPERADOR"
928008396;"SIN OPERADOR"
928008397;"SIN OPERADOR"
928008398;"SIN OPERADOR"
928008399;"SIN OPERADOR"
928008400;"SIN OPERADOR"
928008401;"SIN OPERADOR"
928008402;"SIN OPERADOR"
928008403;"SIN OPERADOR"
928008404;"SIN OPERADOR"
928008405;"SIN OPERADOR"
928008406;"SIN OPERADOR"
928008407;"SIN OPERADOR"
928008408;"SIN OPERADOR"
928008409;"SIN OPERADOR"
928008410;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008411;"SIN OPERADOR"
928008412;"SIN OPERADOR"
928008413;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008414;"SIN OPERADOR"
928008415;"SIN OPERADOR"
928008416;"SIN OPERADOR"
928008417;"SIN OPERADOR"
928008418;"SIN OPERADOR"
928008419;"SIN OPERADOR"
928008420;"SIN OPERADOR"
928008421;"SIN OPERADOR"
928008422;"SIN OPERADOR"
928008423;"SIN OPERADOR"
928008424;"SIN OPERADOR"
928008425;"SIN OPERADOR"
928008426;"SIN OPERADOR"
928008427;"SIN OPERADOR"
928008428;"SIN OPERADOR"
928008429;"SIN OPERADOR"
928008430;"SIN OPERADOR"
928008431;"SIN OPERADOR"
928008432;"SIN OPERADOR"
928008433;"SIN OPERADOR"
928008434;"SIN OPERADOR"
928008435;"SIN OPERADOR"
928008436;"SIN OPERADOR"
928008437;"SIN OPERADOR"
928008438;"SIN OPERADOR"
928008439;"SIN OPERADOR"
928008440;"SIN OPERADOR"
928008441;"SIN OPERADOR"
928008442;"SIN OPERADOR"
928008443;"SIN OPERADOR"
928008444;"SIN OPERADOR"
928008445;"SIN OPERADOR"
928008446;"SIN OPERADOR"
928008447;"SIN OPERADOR"
928008448;"SIN OPERADOR"
928008449;"SIN OPERADOR"
928008450;"SIN OPERADOR"
928008451;"SIN OPERADOR"
928008452;"SIN OPERADOR"
928008453;"SIN OPERADOR"
928008454;"SIN OPERADOR"
928008455;"SIN OPERADOR"
928008456;"SIN OPERADOR"
928008457;"SIN OPERADOR"
928008458;"SIN OPERADOR"
928008459;"SIN OPERADOR"
928008460;"SIN OPERADOR"
928008461;"SIN OPERADOR"
928008462;"SIN OPERADOR"
928008463;"SIN OPERADOR"
928008464;"SIN OPERADOR"
928008465;"SIN OPERADOR"
928008466;"SIN OPERADOR"
928008467;"SIN OPERADOR"
928008468;"SIN OPERADOR"
928008469;"SIN OPERADOR"
928008470;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008471;"SIN OPERADOR"
928008472;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008473;"SIN OPERADOR"
928008474;"SIN OPERADOR"
928008475;"SIN OPERADOR"
928008476;"SIN OPERADOR"
928008477;"SIN OPERADOR"
928008478;"SIN OPERADOR"
928008479;"SIN OPERADOR"
928008480;"SIN OPERADOR"
928008481;"SIN OPERADOR"
928008482;"SIN OPERADOR"
928008483;"SIN OPERADOR"
928008484;"SIN OPERADOR"
928008485;"SIN OPERADOR"
928008486;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008487;"SIN OPERADOR"
928008488;"SIN OPERADOR"
928008489;"SIN OPERADOR"
928008490;"SIN OPERADOR"
928008491;"SIN OPERADOR"
928008492;"SIN OPERADOR"
928008493;"SIN OPERADOR"
928008494;"SIN OPERADOR"
928008495;"SIN OPERADOR"
928008496;"SIN OPERADOR"
928008497;"SIN OPERADOR"
928008498;"SIN OPERADOR"
928008499;"SIN OPERADOR"
928008500;"SIN OPERADOR"
928008501;"SIN OPERADOR"
928008502;"SIN OPERADOR"
928008503;"SIN OPERADOR"
928008504;"SIN OPERADOR"
928008505;"SIN OPERADOR"
928008506;"SIN OPERADOR"
928008507;"SIN OPERADOR"
928008508;"SIN OPERADOR"
928008509;"SIN OPERADOR"
928008510;"SIN OPERADOR"
928008511;"SIN OPERADOR"
928008512;"SIN OPERADOR"
928008513;"SIN OPERADOR"
928008514;"SIN OPERADOR"
928008515;"SIN OPERADOR"
928008516;"SIN OPERADOR"
928008517;"SIN OPERADOR"
928008518;"SIN OPERADOR"
928008519;"SIN OPERADOR"
928008520;"SIN OPERADOR"
928008521;"SIN OPERADOR"
928008522;"SIN OPERADOR"
928008523;"SIN OPERADOR"
928008524;"SIN OPERADOR"
928008525;"SIN OPERADOR"
928008526;"SIN OPERADOR"
928008527;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008528;"SIN OPERADOR"
928008529;"SIN OPERADOR"
928008530;"SIN OPERADOR"
928008531;"SIN OPERADOR"
928008532;"SIN OPERADOR"
928008533;"SIN OPERADOR"
928008534;"SIN OPERADOR"
928008535;"SIN OPERADOR"
928008536;"SIN OPERADOR"
928008537;"SIN OPERADOR"
928008538;"SIN OPERADOR"
928008539;"SIN OPERADOR"
928008540;"SIN OPERADOR"
928008541;"SIN OPERADOR"
928008542;"SIN OPERADOR"
928008543;"SIN OPERADOR"
928008544;"SIN OPERADOR"
928008545;"SIN OPERADOR"
928008546;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008547;"SIN OPERADOR"
928008548;"SIN OPERADOR"
928008549;"SIN OPERADOR"
928008550;"SIN OPERADOR"
928008551;"SIN OPERADOR"
928008552;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008553;"SIN OPERADOR"
928008554;"SIN OPERADOR"
928008555;"SIN OPERADOR"
928008556;"SIN OPERADOR"
928008557;"SIN OPERADOR"
928008558;"SIN OPERADOR"
928008559;"SIN OPERADOR"
928008560;"SIN OPERADOR"
928008561;"SIN OPERADOR"
928008562;"SIN OPERADOR"
928008563;"SIN OPERADOR"
928008564;"SIN OPERADOR"
928008565;"SIN OPERADOR"
928008566;"SIN OPERADOR"
928008567;"SIN OPERADOR"
928008568;"SIN OPERADOR"
928008569;"SIN OPERADOR"
928008570;"SIN OPERADOR"
928008571;"SIN OPERADOR"
928008572;"SIN OPERADOR"
928008573;"SIN OPERADOR"
928008574;"SIN OPERADOR"
928008575;"SIN OPERADOR"
928008576;"SIN OPERADOR"
928008577;"SIN OPERADOR"
928008578;"SIN OPERADOR"
928008579;"SIN OPERADOR"
928008580;"SIN OPERADOR"
928008581;"SIN OPERADOR"
928008582;"SIN OPERADOR"
928008583;"SIN OPERADOR"
928008584;"SIN OPERADOR"
928008585;"SIN OPERADOR"
928008586;"SIN OPERADOR"
928008587;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008588;"SIN OPERADOR"
928008589;"SIN OPERADOR"
928008590;"SIN OPERADOR"
928008591;"SIN OPERADOR"
928008592;"SIN OPERADOR"
928008593;"SIN OPERADOR"
928008594;"SIN OPERADOR"
928008595;"SIN OPERADOR"
928008596;"SIN OPERADOR"
928008597;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008598;"SIN OPERADOR"
928008599;"SIN OPERADOR"
928008600;"SIN OPERADOR"
928008601;"SIN OPERADOR"
928008602;"SIN OPERADOR"
928008603;"SIN OPERADOR"
928008604;"SIN OPERADOR"
928008605;"SIN OPERADOR"
928008606;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008607;"SIN OPERADOR"
928008608;"SIN OPERADOR"
928008609;"SIN OPERADOR"
928008610;"SIN OPERADOR"
928008611;"SIN OPERADOR"
928008612;"SIN OPERADOR"
928008613;"SIN OPERADOR"
928008614;"SIN OPERADOR"
928008615;"SIN OPERADOR"
928008616;"SIN OPERADOR"
928008617;"SIN OPERADOR"
928008618;"SIN OPERADOR"
928008619;"SIN OPERADOR"
928008620;"SIN OPERADOR"
928008621;"SIN OPERADOR"
928008622;"SIN OPERADOR"
928008623;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008624;"SIN OPERADOR"
928008625;"SIN OPERADOR"
928008626;"SIN OPERADOR"
928008627;"SIN OPERADOR"
928008628;"SIN OPERADOR"
928008629;"SIN OPERADOR"
928008630;"SIN OPERADOR"
928008631;"SIN OPERADOR"
928008632;"SIN OPERADOR"
928008633;"SIN OPERADOR"
928008634;"SIN OPERADOR"
928008635;"SIN OPERADOR"
928008636;"SIN OPERADOR"
928008637;"SIN OPERADOR"
928008638;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008639;"SIN OPERADOR"
928008640;"SIN OPERADOR"
928008641;"SIN OPERADOR"
928008642;"SIN OPERADOR"
928008643;"SIN OPERADOR"
928008644;"SIN OPERADOR"
928008645;"SIN OPERADOR"
928008646;"SIN OPERADOR"
928008647;"SIN OPERADOR"
928008648;"SIN OPERADOR"
928008649;"SIN OPERADOR"
928008650;"SIN OPERADOR"
928008651;"SIN OPERADOR"
928008652;"SIN OPERADOR"
928008653;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928008654;"SIN OPERADOR"
928008655;"SIN OPERADOR"
928008656;"SIN OPERADOR"
928008657;"SIN OPERADOR"
928008658;"SIN OPERADOR"
928008659;"SIN OPERADOR"
928008660;"SIN OPERADOR"
928008661;"SIN OPERADOR"
928008662;"SIN OPERADOR"
928008663;"SIN OPERADOR"
928008664;"SIN OPERADOR"
