NUMERO;OPERADOR
928002482;"SIN OPERADOR"
928002483;"SIN OPERADOR"
928002484;"SIN OPERADOR"
928002485;"SIN OPERADOR"
928002486;"SIN OPERADOR"
928002487;"SIN OPERADOR"
928002488;"SIN OPERADOR"
928002489;"SIN OPERADOR"
928002490;"SIN OPERADOR"
928002491;"SIN OPERADOR"
928002492;"SIN OPERADOR"
928002493;"SIN OPERADOR"
928002494;"SIN OPERADOR"
928002495;"SIN OPERADOR"
928002496;"SIN OPERADOR"
928002497;"SIN OPERADOR"
928002498;"SIN OPERADOR"
928002499;"SIN OPERADOR"
928002500;"SIN OPERADOR"
928002501;"SIN OPERADOR"
928002502;"SIN OPERADOR"
928002503;"SIN OPERADOR"
928002504;"SIN OPERADOR"
928002505;"TELEFONICA DE ESPAÑA, S.A.U."
928002506;"SIN OPERADOR"
928002507;"SIN OPERADOR"
928002508;"SIN OPERADOR"
928002509;"SIN OPERADOR"
928002510;"SIN OPERADOR"
928002511;"SIN OPERADOR"
928002512;"SIN OPERADOR"
928002513;"SIN OPERADOR"
928002514;"SIN OPERADOR"
928002515;"SIN OPERADOR"
928002516;"TELEFONICA DE ESPAÑA, S.A.U."
928002517;"SIN OPERADOR"
928002518;"SIN OPERADOR"
928002519;"SIN OPERADOR"
928002520;"SIN OPERADOR"
928002521;"SIN OPERADOR"
928002522;"SIN OPERADOR"
928002523;"SIN OPERADOR"
928002524;"SIN OPERADOR"
928002525;"SIN OPERADOR"
928002526;"SIN OPERADOR"
928002527;"SIN OPERADOR"
928002528;"SIN OPERADOR"
928002529;"SIN OPERADOR"
928002530;"SIN OPERADOR"
928002531;"SIN OPERADOR"
928002532;"SIN OPERADOR"
928002533;"SIN OPERADOR"
928002534;"SIN OPERADOR"
928002535;"SIN OPERADOR"
928002536;"SIN OPERADOR"
928002537;"SIN OPERADOR"
928002538;"SIN OPERADOR"
928002539;"SIN OPERADOR"
928002540;"SIN OPERADOR"
928002541;"SIN OPERADOR"
928002542;"SIN OPERADOR"
928002543;"SIN OPERADOR"
928002544;"SIN OPERADOR"
928002545;"SIN OPERADOR"
928002546;"TELEFONICA DE ESPAÑA, S.A.U."
928002547;"SIN OPERADOR"
928002548;"SIN OPERADOR"
928002549;"SIN OPERADOR"
928002550;"SIN OPERADOR"
928002551;"SIN OPERADOR"
928002552;"SIN OPERADOR"
928002553;"SIN OPERADOR"
928002554;"SIN OPERADOR"
928002555;"SIN OPERADOR"
928002556;"SIN OPERADOR"
928002557;"SIN OPERADOR"
928002558;"SIN OPERADOR"
928002559;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002560;"SIN OPERADOR"
928002561;"SIN OPERADOR"
928002562;"SIN OPERADOR"
928002563;"SIN OPERADOR"
928002564;"SIN OPERADOR"
928002565;"SIN OPERADOR"
928002566;"SIN OPERADOR"
928002567;"SIN OPERADOR"
928002568;"SIN OPERADOR"
928002569;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002570;"SIN OPERADOR"
928002571;"SIN OPERADOR"
928002572;"SIN OPERADOR"
928002573;"SIN OPERADOR"
928002574;"SIN OPERADOR"
928002575;"SIN OPERADOR"
928002576;"SIN OPERADOR"
928002577;"SIN OPERADOR"
928002578;"SIN OPERADOR"
928002579;"SIN OPERADOR"
928002580;"SIN OPERADOR"
928002581;"SIN OPERADOR"
928002582;"SIN OPERADOR"
928002583;"SIN OPERADOR"
928002584;"TELEFONICA DE ESPAÑA, S.A.U."
928002585;"SIN OPERADOR"
928002586;"SIN OPERADOR"
928002587;"SIN OPERADOR"
928002588;"SIN OPERADOR"
928002589;"SIN OPERADOR"
928002590;"SIN OPERADOR"
928002591;"SIN OPERADOR"
928002592;"SIN OPERADOR"
928002593;"SIN OPERADOR"
928002594;"SIN OPERADOR"
928002595;"SIN OPERADOR"
928002596;"SIN OPERADOR"
928002597;"SIN OPERADOR"
928002598;"SIN OPERADOR"
928002599;"SIN OPERADOR"
928002600;"SIN OPERADOR"
928002601;"SIN OPERADOR"
928002602;"SIN OPERADOR"
928002603;"SIN OPERADOR"
928002604;"SIN OPERADOR"
928002605;"SIN OPERADOR"
928002606;"SIN OPERADOR"
928002607;"SIN OPERADOR"
928002608;"SIN OPERADOR"
928002609;"SIN OPERADOR"
928002610;"SIN OPERADOR"
928002611;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002612;"SIN OPERADOR"
928002613;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002614;"SIN OPERADOR"
928002615;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002616;"SIN OPERADOR"
928002617;"SIN OPERADOR"
928002618;"SIN OPERADOR"
928002619;"SIN OPERADOR"
928002620;"SIN OPERADOR"
928002621;"SIN OPERADOR"
928002622;"SIN OPERADOR"
928002623;"SIN OPERADOR"
928002624;"SIN OPERADOR"
928002625;"SIN OPERADOR"
928002626;"SIN OPERADOR"
928002627;"SIN OPERADOR"
928002628;"SIN OPERADOR"
928002629;"SIN OPERADOR"
928002630;"SIN OPERADOR"
928002631;"SIN OPERADOR"
928002632;"SIN OPERADOR"
928002633;"SIN OPERADOR"
928002634;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002635;"SIN OPERADOR"
928002636;"SIN OPERADOR"
928002637;"SIN OPERADOR"
928002638;"SIN OPERADOR"
928002639;"SIN OPERADOR"
928002640;"SIN OPERADOR"
928002641;"SIN OPERADOR"
928002642;"SIN OPERADOR"
928002643;"SIN OPERADOR"
928002644;"SIN OPERADOR"
928002645;"SIN OPERADOR"
928002646;"SIN OPERADOR"
928002647;"SIN OPERADOR"
928002648;"SIN OPERADOR"
928002649;"SIN OPERADOR"
928002650;"SIN OPERADOR"
928002651;"SIN OPERADOR"
928002652;"SIN OPERADOR"
928002653;"SIN OPERADOR"
928002654;"SIN OPERADOR"
928002655;"SIN OPERADOR"
928002656;"SIN OPERADOR"
928002657;"SIN OPERADOR"
928002658;"SIN OPERADOR"
928002659;"SIN OPERADOR"
928002660;"SIN OPERADOR"
928002661;"SIN OPERADOR"
928002662;"SIN OPERADOR"
928002663;"SIN OPERADOR"
928002664;"SIN OPERADOR"
928002665;"SIN OPERADOR"
928002666;"SIN OPERADOR"
928002667;"SIN OPERADOR"
928002668;"SIN OPERADOR"
928002669;"SIN OPERADOR"
928002670;"SIN OPERADOR"
928002671;"SIN OPERADOR"
928002672;"SIN OPERADOR"
928002673;"SIN OPERADOR"
928002674;"SIN OPERADOR"
928002675;"SIN OPERADOR"
928002676;"SIN OPERADOR"
928002677;"SIN OPERADOR"
928002678;"SIN OPERADOR"
928002679;"SIN OPERADOR"
928002680;"SIN OPERADOR"
928002681;"SIN OPERADOR"
928002682;"SIN OPERADOR"
928002683;"SIN OPERADOR"
928002684;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002685;"SIN OPERADOR"
928002686;"SIN OPERADOR"
928002687;"SIN OPERADOR"
928002688;"SIN OPERADOR"
928002689;"SIN OPERADOR"
928002690;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002691;"SIN OPERADOR"
928002692;"SIN OPERADOR"
928002693;"SIN OPERADOR"
928002694;"SIN OPERADOR"
928002695;"SIN OPERADOR"
928002696;"SIN OPERADOR"
928002697;"SIN OPERADOR"
928002698;"SIN OPERADOR"
928002699;"SIN OPERADOR"
928002700;"SIN OPERADOR"
928002701;"SIN OPERADOR"
928002702;"SIN OPERADOR"
928002703;"SIN OPERADOR"
928002704;"SIN OPERADOR"
928002705;"SIN OPERADOR"
928002706;"SIN OPERADOR"
928002707;"SIN OPERADOR"
928002708;"SIN OPERADOR"
928002709;"SIN OPERADOR"
928002710;"SIN OPERADOR"
928002711;"SIN OPERADOR"
928002712;"SIN OPERADOR"
928002713;"SIN OPERADOR"
928002714;"SIN OPERADOR"
928002715;"SIN OPERADOR"
928002716;"SIN OPERADOR"
928002717;"SIN OPERADOR"
928002718;"SIN OPERADOR"
928002719;"SIN OPERADOR"
928002720;"SIN OPERADOR"
928002721;"SIN OPERADOR"
928002722;"SIN OPERADOR"
928002723;"SIN OPERADOR"
928002724;"SIN OPERADOR"
928002725;"SIN OPERADOR"
928002726;"SIN OPERADOR"
928002727;"SIN OPERADOR"
928002728;"SIN OPERADOR"
928002729;"SIN OPERADOR"
928002730;"SIN OPERADOR"
928002731;"SIN OPERADOR"
928002732;"SIN OPERADOR"
928002733;"SIN OPERADOR"
928002734;"SIN OPERADOR"
928002735;"SIN OPERADOR"
928002736;"SIN OPERADOR"
928002737;"SIN OPERADOR"
928002738;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002739;"SIN OPERADOR"
928002740;"SIN OPERADOR"
928002741;"SIN OPERADOR"
928002742;"SIN OPERADOR"
928002743;"SIN OPERADOR"
928002744;"SIN OPERADOR"
928002745;"SIN OPERADOR"
928002746;"SIN OPERADOR"
928002747;"SIN OPERADOR"
928002748;"SIN OPERADOR"
928002749;"SIN OPERADOR"
928002750;"SIN OPERADOR"
928002751;"SIN OPERADOR"
928002752;"SIN OPERADOR"
928002753;"SIN OPERADOR"
928002754;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002755;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002756;"SIN OPERADOR"
928002757;"SIN OPERADOR"
928002758;"SIN OPERADOR"
928002759;"SIN OPERADOR"
928002760;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002761;"SIN OPERADOR"
928002762;"SIN OPERADOR"
928002763;"SIN OPERADOR"
928002764;"SIN OPERADOR"
928002765;"SIN OPERADOR"
928002766;"SIN OPERADOR"
928002767;"SIN OPERADOR"
928002768;"SIN OPERADOR"
928002769;"SIN OPERADOR"
928002770;"SIN OPERADOR"
928002771;"SIN OPERADOR"
928002772;"SIN OPERADOR"
928002773;"SIN OPERADOR"
928002774;"SIN OPERADOR"
928002775;"SIN OPERADOR"
928002776;"SIN OPERADOR"
928002777;"SIN OPERADOR"
928002778;"SIN OPERADOR"
928002779;"SIN OPERADOR"
928002780;"SIN OPERADOR"
928002781;"SIN OPERADOR"
928002782;"SIN OPERADOR"
928002783;"SIN OPERADOR"
928002784;"SIN OPERADOR"
928002785;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002786;"SIN OPERADOR"
928002787;"SIN OPERADOR"
928002788;"SIN OPERADOR"
928002789;"SIN OPERADOR"
928002790;"SIN OPERADOR"
928002791;"SIN OPERADOR"
928002792;"SIN OPERADOR"
928002793;"SIN OPERADOR"
928002794;"SIN OPERADOR"
928002795;"SIN OPERADOR"
928002796;"SIN OPERADOR"
928002797;"SIN OPERADOR"
928002798;"SIN OPERADOR"
928002799;"SIN OPERADOR"
928002800;"SIN OPERADOR"
928002801;"SIN OPERADOR"
928002802;"SIN OPERADOR"
928002803;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002804;"SIN OPERADOR"
928002805;"SIN OPERADOR"
928002806;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002807;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002808;"SIN OPERADOR"
928002809;"SIN OPERADOR"
928002810;"SIN OPERADOR"
928002811;"SIN OPERADOR"
928002812;"SIN OPERADOR"
928002813;"SIN OPERADOR"
928002814;"SIN OPERADOR"
928002815;"SIN OPERADOR"
928002816;"SIN OPERADOR"
928002817;"SIN OPERADOR"
928002818;"SIN OPERADOR"
928002819;"SIN OPERADOR"
928002820;"SIN OPERADOR"
928002821;"SIN OPERADOR"
928002822;"SIN OPERADOR"
928002823;"SIN OPERADOR"
928002824;"SIN OPERADOR"
928002825;"SIN OPERADOR"
928002826;"SIN OPERADOR"
928002827;"SIN OPERADOR"
928002828;"SIN OPERADOR"
928002829;"SIN OPERADOR"
928002830;"SIN OPERADOR"
928002831;"SIN OPERADOR"
928002832;"SIN OPERADOR"
928002833;"SIN OPERADOR"
928002834;"SIN OPERADOR"
928002835;"SIN OPERADOR"
928002836;"SIN OPERADOR"
928002837;"SIN OPERADOR"
928002838;"SIN OPERADOR"
928002839;"SIN OPERADOR"
928002840;"SIN OPERADOR"
928002841;"SIN OPERADOR"
928002842;"SIN OPERADOR"
928002843;"SIN OPERADOR"
928002844;"SIN OPERADOR"
928002845;"SIN OPERADOR"
928002846;"SIN OPERADOR"
928002847;"SIN OPERADOR"
928002848;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002849;"SIN OPERADOR"
928002850;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002851;"SIN OPERADOR"
928002852;"SIN OPERADOR"
928002853;"SIN OPERADOR"
928002854;"SIN OPERADOR"
928002855;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002856;"SIN OPERADOR"
928002857;"SIN OPERADOR"
928002858;"SIN OPERADOR"
928002859;"SIN OPERADOR"
928002860;"SIN OPERADOR"
928002861;"SIN OPERADOR"
928002862;"SIN OPERADOR"
928002863;"SIN OPERADOR"
928002864;"SIN OPERADOR"
928002865;"SIN OPERADOR"
928002866;"SIN OPERADOR"
928002867;"SIN OPERADOR"
928002868;"SIN OPERADOR"
928002869;"SIN OPERADOR"
928002870;"SIN OPERADOR"
928002871;"SIN OPERADOR"
928002872;"SIN OPERADOR"
928002873;"SIN OPERADOR"
928002874;"SIN OPERADOR"
928002875;"SIN OPERADOR"
928002876;"SIN OPERADOR"
928002877;"SIN OPERADOR"
928002878;"SIN OPERADOR"
928002879;"SIN OPERADOR"
928002880;"SIN OPERADOR"
928002881;"SIN OPERADOR"
928002882;"SIN OPERADOR"
928002883;"SIN OPERADOR"
928002884;"SIN OPERADOR"
928002885;"SIN OPERADOR"
928002886;"SIN OPERADOR"
928002887;"SIN OPERADOR"
928002888;"SIN OPERADOR"
928002889;"SIN OPERADOR"
928002890;"SIN OPERADOR"
928002891;"SIN OPERADOR"
928002892;"SIN OPERADOR"
928002893;"SIN OPERADOR"
928002894;"SIN OPERADOR"
928002895;"SIN OPERADOR"
928002896;"SIN OPERADOR"
928002897;"SIN OPERADOR"
928002898;"SIN OPERADOR"
928002899;"SIN OPERADOR"
928002900;"SIN OPERADOR"
928002901;"SIN OPERADOR"
928002902;"SIN OPERADOR"
928002903;"SIN OPERADOR"
928002904;"SIN OPERADOR"
928002905;"SIN OPERADOR"
928002906;"SIN OPERADOR"
928002907;"SIN OPERADOR"
928002908;"SIN OPERADOR"
928002909;"SIN OPERADOR"
928002910;"SIN OPERADOR"
928002911;"SIN OPERADOR"
928002912;"SIN OPERADOR"
928002913;"SIN OPERADOR"
928002914;"SIN OPERADOR"
928002915;"SIN OPERADOR"
928002916;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002917;"SIN OPERADOR"
928002918;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002919;"SIN OPERADOR"
928002920;"SIN OPERADOR"
928002921;"SIN OPERADOR"
928002922;"SIN OPERADOR"
928002923;"SIN OPERADOR"
928002924;"SIN OPERADOR"
928002925;"SIN OPERADOR"
928002926;"SIN OPERADOR"
928002927;"SIN OPERADOR"
928002928;"SIN OPERADOR"
928002929;"SIN OPERADOR"
928002930;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002931;"SIN OPERADOR"
928002932;"SIN OPERADOR"
928002933;"SIN OPERADOR"
928002934;"SIN OPERADOR"
928002935;"SIN OPERADOR"
928002936;"SIN OPERADOR"
928002937;"SIN OPERADOR"
928002938;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002939;"SIN OPERADOR"
928002940;"SIN OPERADOR"
928002941;"SIN OPERADOR"
928002942;"SIN OPERADOR"
928002943;"SIN OPERADOR"
928002944;"SIN OPERADOR"
928002945;"SIN OPERADOR"
928002946;"SIN OPERADOR"
928002947;"SIN OPERADOR"
928002948;"SIN OPERADOR"
928002949;"SIN OPERADOR"
928002950;"SIN OPERADOR"
928002951;"SIN OPERADOR"
928002952;"SIN OPERADOR"
928002953;"SIN OPERADOR"
928002954;"SIN OPERADOR"
928002955;"SIN OPERADOR"
928002956;"SIN OPERADOR"
928002957;"SIN OPERADOR"
928002958;"SIN OPERADOR"
928002959;"SIN OPERADOR"
928002960;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002961;"SIN OPERADOR"
928002962;"SIN OPERADOR"
928002963;"SIN OPERADOR"
928002964;"SIN OPERADOR"
928002965;"SIN OPERADOR"
928002966;"SIN OPERADOR"
928002967;"SIN OPERADOR"
928002968;"SIN OPERADOR"
928002969;"SIN OPERADOR"
928002970;"SIN OPERADOR"
928002971;"SIN OPERADOR"
928002972;"SIN OPERADOR"
928002973;"SIN OPERADOR"
928002974;"SIN OPERADOR"
928002975;"SIN OPERADOR"
928002976;"SIN OPERADOR"
928002977;"SIN OPERADOR"
928002978;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002979;"SIN OPERADOR"
928002980;"SIN OPERADOR"
928002981;"SIN OPERADOR"
928002982;"SIN OPERADOR"
928002983;"SIN OPERADOR"
928002984;"SIN OPERADOR"
928002985;"SIN OPERADOR"
928002986;"SIN OPERADOR"
928002987;"SIN OPERADOR"
928002988;"SIN OPERADOR"
928002989;"SIN OPERADOR"
928002990;"SIN OPERADOR"
928002991;"SIN OPERADOR"
928002992;"SIN OPERADOR"
928002993;"SIN OPERADOR"
928002994;"SIN OPERADOR"
928002995;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928002996;"SIN OPERADOR"
928002997;"SIN OPERADOR"
928002998;"SIN OPERADOR"
928002999;"SIN OPERADOR"
928003000;"SIN OPERADOR"
928003001;"SIN OPERADOR"
928003002;"SIN OPERADOR"
928003003;"SIN OPERADOR"
928003004;"SIN OPERADOR"
928003005;"SIN OPERADOR"
928003006;"SIN OPERADOR"
928003007;"SIN OPERADOR"
928003008;"SIN OPERADOR"
928003009;"SIN OPERADOR"
928003010;"SIN OPERADOR"
928003011;"SIN OPERADOR"
928003012;"SIN OPERADOR"
928003013;"SIN OPERADOR"
928003014;"SIN OPERADOR"
928003015;"SIN OPERADOR"
928003016;"SIN OPERADOR"
928003017;"SIN OPERADOR"
928003018;"SIN OPERADOR"
928003019;"SIN OPERADOR"
928003020;"SIN OPERADOR"
928003021;"SIN OPERADOR"
928003022;"SIN OPERADOR"
928003023;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003024;"SIN OPERADOR"
928003025;"SIN OPERADOR"
928003026;"SIN OPERADOR"
928003027;"SIN OPERADOR"
928003028;"SIN OPERADOR"
928003029;"SIN OPERADOR"
928003030;"SIN OPERADOR"
928003031;"SIN OPERADOR"
928003032;"SIN OPERADOR"
928003033;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003034;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003035;"SIN OPERADOR"
928003036;"SIN OPERADOR"
928003037;"SIN OPERADOR"
928003038;"SIN OPERADOR"
928003039;"SIN OPERADOR"
928003040;"SIN OPERADOR"
928003041;"SIN OPERADOR"
928003042;"SIN OPERADOR"
928003043;"SIN OPERADOR"
928003044;"SIN OPERADOR"
928003045;"SIN OPERADOR"
928003046;"SIN OPERADOR"
928003047;"SIN OPERADOR"
928003048;"SIN OPERADOR"
928003049;"SIN OPERADOR"
928003050;"SIN OPERADOR"
928003051;"SIN OPERADOR"
928003052;"SIN OPERADOR"
928003053;"SIN OPERADOR"
928003054;"SIN OPERADOR"
928003055;"SIN OPERADOR"
928003056;"SIN OPERADOR"
928003057;"SIN OPERADOR"
928003058;"SIN OPERADOR"
928003059;"SIN OPERADOR"
928003060;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003061;"SIN OPERADOR"
928003062;"SIN OPERADOR"
928003063;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003064;"SIN OPERADOR"
928003065;"SIN OPERADOR"
928003066;"SIN OPERADOR"
928003067;"SIN OPERADOR"
928003068;"SIN OPERADOR"
928003069;"SIN OPERADOR"
928003070;"SIN OPERADOR"
928003071;"SIN OPERADOR"
928003072;"SIN OPERADOR"
928003073;"SIN OPERADOR"
928003074;"SIN OPERADOR"
928003075;"SIN OPERADOR"
928003076;"SIN OPERADOR"
928003077;"SIN OPERADOR"
928003078;"SIN OPERADOR"
928003079;"SIN OPERADOR"
928003080;"SIN OPERADOR"
928003081;"SIN OPERADOR"
928003082;"SIN OPERADOR"
928003083;"SIN OPERADOR"
928003084;"SIN OPERADOR"
928003085;"SIN OPERADOR"
928003086;"SIN OPERADOR"
928003087;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003088;"SIN OPERADOR"
928003089;"SIN OPERADOR"
928003090;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003091;"SIN OPERADOR"
928003092;"SIN OPERADOR"
928003093;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003094;"SIN OPERADOR"
928003095;"SIN OPERADOR"
928003096;"SIN OPERADOR"
928003097;"SIN OPERADOR"
928003098;"SIN OPERADOR"
928003099;"SIN OPERADOR"
928003100;"SIN OPERADOR"
928003101;"SIN OPERADOR"
928003102;"SIN OPERADOR"
928003103;"SIN OPERADOR"
928003104;"SIN OPERADOR"
928003105;"SIN OPERADOR"
928003106;"SIN OPERADOR"
928003107;"SIN OPERADOR"
928003108;"SIN OPERADOR"
928003109;"SIN OPERADOR"
928003110;"SIN OPERADOR"
928003111;"SIN OPERADOR"
928003112;"SIN OPERADOR"
928003113;"SIN OPERADOR"
928003114;"SIN OPERADOR"
928003115;"SIN OPERADOR"
928003116;"SIN OPERADOR"
928003117;"SIN OPERADOR"
928003118;"SIN OPERADOR"
928003119;"SIN OPERADOR"
928003120;"SIN OPERADOR"
928003121;"SIN OPERADOR"
928003122;"SIN OPERADOR"
928003123;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003124;"SIN OPERADOR"
928003125;"SIN OPERADOR"
928003126;"SIN OPERADOR"
928003127;"SIN OPERADOR"
928003128;"SIN OPERADOR"
928003129;"SIN OPERADOR"
928003130;"SIN OPERADOR"
928003131;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003132;"SIN OPERADOR"
928003133;"SIN OPERADOR"
928003134;"SIN OPERADOR"
928003135;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003136;"SIN OPERADOR"
928003137;"SIN OPERADOR"
928003138;"SIN OPERADOR"
928003139;"SIN OPERADOR"
928003140;"SIN OPERADOR"
928003141;"SIN OPERADOR"
928003142;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003143;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003144;"SIN OPERADOR"
928003145;"SIN OPERADOR"
928003146;"SIN OPERADOR"
928003147;"SIN OPERADOR"
928003148;"SIN OPERADOR"
928003149;"SIN OPERADOR"
928003150;"SIN OPERADOR"
928003151;"SIN OPERADOR"
928003152;"SIN OPERADOR"
928003153;"SIN OPERADOR"
928003154;"SIN OPERADOR"
928003155;"SIN OPERADOR"
928003156;"SIN OPERADOR"
928003157;"SIN OPERADOR"
928003158;"SIN OPERADOR"
928003159;"SIN OPERADOR"
928003160;"SIN OPERADOR"
928003161;"SIN OPERADOR"
928003162;"SIN OPERADOR"
928003163;"SIN OPERADOR"
928003164;"SIN OPERADOR"
928003165;"SIN OPERADOR"
928003166;"SIN OPERADOR"
928003167;"SIN OPERADOR"
928003168;"SIN OPERADOR"
928003169;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003170;"SIN OPERADOR"
928003171;"SIN OPERADOR"
928003172;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003173;"SIN OPERADOR"
928003174;"SIN OPERADOR"
928003175;"SIN OPERADOR"
928003176;"SIN OPERADOR"
928003177;"SIN OPERADOR"
928003178;"SIN OPERADOR"
928003179;"SIN OPERADOR"
928003180;"SIN OPERADOR"
928003181;"SIN OPERADOR"
928003182;"SIN OPERADOR"
928003183;"SIN OPERADOR"
928003184;"SIN OPERADOR"
928003185;"SIN OPERADOR"
928003186;"SIN OPERADOR"
928003187;"SIN OPERADOR"
928003188;"SIN OPERADOR"
928003189;"SIN OPERADOR"
928003190;"SIN OPERADOR"
928003191;"SIN OPERADOR"
928003192;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928003193;"SIN OPERADOR"
928003194;"SIN OPERADOR"
928003195;"SIN OPERADOR"
928003196;"SIN OPERADOR"
928003197;"SIN OPERADOR"
928003198;"SIN OPERADOR"
928003199;"SIN OPERADOR"
928003200;"SIN OPERADOR"
928003201;"SIN OPERADOR"
928003202;"SIN OPERADOR"
928003203;"SIN OPERADOR"
928003204;"SIN OPERADOR"
928003205;"SIN OPERADOR"
928003206;"SIN OPERADOR"
928003207;"SIN OPERADOR"
928003208;"SIN OPERADOR"
928003209;"SIN OPERADOR"
928003210;"SIN OPERADOR"
928003211;"SIN OPERADOR"
928003212;"SIN OPERADOR"
928003213;"SIN OPERADOR"
928003214;"SIN OPERADOR"
928003215;"SIN OPERADOR"
928003216;"SIN OPERADOR"
928003217;"SIN OPERADOR"
928003218;"SIN OPERADOR"
928003219;"SIN OPERADOR"
928003220;"SIN OPERADOR"
928003221;"SIN OPERADOR"
928003222;"SIN OPERADOR"
928003223;"AUNA Telecomunicaciones S.A.U."
928003224;"SIN OPERADOR"
928003225;"SIN OPERADOR"
928003226;"SIN OPERADOR"
928003227;"SIN OPERADOR"
928003228;"SIN OPERADOR"
928003229;"SIN OPERADOR"
928003230;"SIN OPERADOR"
928003231;"SIN OPERADOR"
928003232;"SIN OPERADOR"
928003233;"SIN OPERADOR"
928003234;"SIN OPERADOR"
928003235;"SIN OPERADOR"
928003236;"SIN OPERADOR"
928003237;"SIN OPERADOR"
928003238;"SIN OPERADOR"
928003239;"SIN OPERADOR"
928003240;"SIN OPERADOR"
928003241;"SIN OPERADOR"
928003242;"SIN OPERADOR"
928003243;"SIN OPERADOR"
928003244;"SIN OPERADOR"
928003245;"SIN OPERADOR"
928003246;"SIN OPERADOR"
928003247;"SIN OPERADOR"
928003248;"SIN OPERADOR"
928003249;"SIN OPERADOR"
928003250;"AUNA Telecomunicaciones S.A.U."
928003251;"SIN OPERADOR"
928003252;"SIN OPERADOR"
928003253;"SIN OPERADOR"
928003254;"SIN OPERADOR"
928003255;"SIN OPERADOR"
928003256;"SIN OPERADOR"
928003257;"SIN OPERADOR"
928003258;"SIN OPERADOR"
928003259;"SIN OPERADOR"
928003260;"SIN OPERADOR"
928003261;"SIN OPERADOR"
928003262;"SIN OPERADOR"
928003263;"SIN OPERADOR"
928003264;"SIN OPERADOR"
928003265;"SIN OPERADOR"
928003266;"SIN OPERADOR"
928003267;"AUNA Telecomunicaciones S.A.U."
928003268;"SIN OPERADOR"
928003269;"SIN OPERADOR"
928003270;"SIN OPERADOR"
928003271;"SIN OPERADOR"
928003272;"SIN OPERADOR"
928003273;"SIN OPERADOR"
928003274;"SIN OPERADOR"
928003275;"SIN OPERADOR"
928003276;"SIN OPERADOR"
928003277;"SIN OPERADOR"
928003278;"SIN OPERADOR"
928003279;"SIN OPERADOR"
928003280;"SIN OPERADOR"
928003281;"SIN OPERADOR"
928003282;"SIN OPERADOR"
928003283;"SIN OPERADOR"
928003284;"SIN OPERADOR"
